Entity,Code,Year,GDP per capita growth (annual %)
American Samoa,ASM,2009,-2.788560390472412
American Samoa,ASM,2010,1.3567862510681152
American Samoa,ASM,2011,0.5900816321372986
American Samoa,ASM,2012,-4.187040328979492
American Samoa,ASM,2013,-2.583995819091797
American Samoa,ASM,2014,1.6278444528579712
American Samoa,ASM,2015,3.1218810081481934
American Samoa,ASM,2016,-1.5612049102783203
American Samoa,ASM,2017,-6.783547878265381
American Samoa,ASM,2018,2.9599106311798096
American Samoa,ASM,2019,-0.2197379618883133
American Samoa,ASM,2020,4.138083457946777
Andorra,AND,1971,-0.6544221043586731
Andorra,AND,1972,2.8639423847198486
Andorra,AND,1973,2.645683765411377
Andorra,AND,1974,1.027601957321167
Andorra,AND,1975,-3.354398250579834
Andorra,AND,1976,-0.1968793272972107
Andorra,AND,1977,-0.2589151859283447
Andorra,AND,1978,-1.4686743021011353
Andorra,AND,1979,-3.0638246536254883
Andorra,AND,1980,-1.2999767065048218
Andorra,AND,1981,-3.954275608062744
Andorra,AND,1982,-2.9390311241149902
Andorra,AND,1983,-2.561850070953369
Andorra,AND,1984,-2.629335641860962
Andorra,AND,1985,-2.008406639099121
Andorra,AND,1986,-1.023745059967041
Andorra,AND,1987,1.3238433599472046
Andorra,AND,1988,0.9808251261711121
Andorra,AND,1989,0.7919968366622925
Andorra,AND,1990,-0.1331668347120285
Andorra,AND,1991,-1.3592355251312256
Andorra,AND,1992,-2.869215726852417
Andorra,AND,1993,-4.427064895629883
Andorra,AND,1994,-0.39708733558654785
Andorra,AND,1995,0.8523202538490295
Andorra,AND,1996,3.8318958282470703
Andorra,AND,1997,9.143980979919434
Andorra,AND,1998,3.48117733001709
Andorra,AND,1999,3.730346202850342
Andorra,AND,2000,1.9102864265441895
Andorra,AND,2001,4.98225212097168
Andorra,AND,2002,0.5106529593467712
Andorra,AND,2003,4.042246341705322
Andorra,AND,2004,3.781885862350464
Andorra,AND,2005,1.8952713012695312
Andorra,AND,2006,2.0602023601531982
Andorra,AND,2007,-0.5188496708869934
Andorra,AND,2008,-6.885817527770996
Andorra,AND,2009,-5.976684093475342
Andorra,AND,2010,-1.9668331146240234
Andorra,AND,2011,0.8348674178123474
Andorra,AND,2012,-3.45153546333313
Andorra,AND,2013,-1.5688713788986206
Andorra,AND,2014,4.519279479980469
Andorra,AND,2015,3.0208168029785156
Andorra,AND,2016,4.646211624145508
Andorra,AND,2017,0.7344393730163574
Andorra,AND,2018,1.5742542743682861
Andorra,AND,2019,1.833060622215271
Andorra,AND,2020,-12.088299751281738
Angola,AGO,1981,-7.710278034210205
Angola,AGO,1982,-3.4903831481933594
Angola,AGO,1983,0.5485162734985352
Angola,AGO,1984,2.2885076999664307
Angola,AGO,1985,-0.1076149046421051
Angola,AGO,1986,-0.6707776188850403
Angola,AGO,1987,0.4884665310382843
Angola,AGO,1988,2.4966297149658203
Angola,AGO,1989,-3.335953950881958
Angola,AGO,1990,-6.657467365264893
Angola,AGO,1991,-2.31086802482605
Angola,AGO,1992,-8.876931190490723
Angola,AGO,1993,-26.411771774291992
Angola,AGO,1994,-1.8778975009918213
Angola,AGO,1995,11.359539031982422
Angola,AGO,1996,9.952786445617676
Angola,AGO,1997,3.8778581619262695
Angola,AGO,1998,1.3647440671920776
Angola,AGO,1999,-1.0852984189987183
Angola,AGO,2000,-0.26795628666877747
Angola,AGO,2001,0.8221383094787598
Angola,AGO,2002,9.943758010864258
Angola,AGO,2003,-0.4318338930606842
Angola,AGO,2004,7.187063694000244
Angola,AGO,2005,11.030782699584961
Angola,AGO,2006,7.5823187828063965
Angola,AGO,2007,9.89004898071289
Angola,AGO,2008,7.116847991943359
Angola,AGO,2009,-2.8085997104644775
Angola,AGO,2010,0.6402633190155029
Angola,AGO,2011,-0.22084298729896545
Angola,AGO,2012,4.706518650054932
Angola,AGO,2013,1.2919938564300537
Angola,AGO,2014,1.2198805809020996
Angola,AGO,2015,-2.4687373638153076
Angola,AGO,2016,-5.816187381744385
Angola,AGO,2017,-3.4099833965301514
Angola,AGO,2018,-5.162111759185791
Angola,AGO,2019,-3.7956080436706543
Angola,AGO,2020,-8.396241188049316
Antigua and Barbuda,ATG,1978,4.5922675132751465
Antigua and Barbuda,ATG,1979,8.236766815185547
Antigua and Barbuda,ATG,1980,8.313547134399414
Antigua and Barbuda,ATG,1981,3.935887098312378
Antigua and Barbuda,ATG,1982,-0.06945668160915375
Antigua and Barbuda,ATG,1983,5.365721702575684
Antigua and Barbuda,ATG,1984,10.15608024597168
Antigua and Barbuda,ATG,1985,7.6420512199401855
Antigua and Barbuda,ATG,1986,11.549798011779785
Antigua and Barbuda,ATG,1987,6.697207927703857
Antigua and Barbuda,ATG,1988,5.136609077453613
Antigua and Barbuda,ATG,1989,4.829615592956543
Antigua and Barbuda,ATG,1990,2.1452255249023438
Antigua and Barbuda,ATG,1991,0.8381546139717102
Antigua and Barbuda,ATG,1992,-0.5615280270576477
Antigua and Barbuda,ATG,1993,3.1703438758850098
Antigua and Barbuda,ATG,1994,4.416210651397705
Antigua and Barbuda,ATG,1995,-6.408268928527832
Antigua and Barbuda,ATG,1996,4.31973123550415
Antigua and Barbuda,ATG,1997,3.21970796585083
Antigua and Barbuda,ATG,1998,2.568387746810913
Antigua and Barbuda,ATG,1999,1.6869068145751953
Antigua and Barbuda,ATG,2000,4.340850353240967
Antigua and Barbuda,ATG,2001,-6.03766393661499
Antigua and Barbuda,ATG,2002,-0.3738173544406891
Antigua and Barbuda,ATG,2003,4.721680641174316
Antigua and Barbuda,ATG,2004,4.403260707855225
Antigua and Barbuda,ATG,2005,5.016485214233398
Antigua and Barbuda,ATG,2006,11.000800132751465
Antigua and Barbuda,ATG,2007,7.605968475341797
Antigua and Barbuda,ATG,2008,-1.6125843524932861
Antigua and Barbuda,ATG,2009,-13.331826210021973
Antigua and Barbuda,ATG,2010,-9.187966346740723
Antigua and Barbuda,ATG,2011,-3.298786163330078
Antigua and Barbuda,ATG,2012,2.0499331951141357
Antigua and Barbuda,ATG,2013,-1.798966646194458
Antigua and Barbuda,ATG,2014,2.6160523891448975
Antigua and Barbuda,ATG,2015,2.705718517303467
Antigua and Barbuda,ATG,2016,4.437253475189209
Antigua and Barbuda,ATG,2017,2.166114091873169
Antigua and Barbuda,ATG,2018,5.932276248931885
Antigua and Barbuda,ATG,2019,3.9627845287323
Antigua and Barbuda,ATG,2020,-20.854934692382812
Argentina,ARG,1961,3.728778600692749
Argentina,ARG,1962,-2.4258432388305664
Argentina,ARG,1963,-6.788239479064941
Argentina,ARG,1964,8.437244415283203
Argentina,ARG,1965,8.896809577941895
Argentina,ARG,1966,-2.1364777088165283
Argentina,ARG,1967,1.6784347295761108
Argentina,ARG,1968,3.286937713623047
Argentina,ARG,1969,8.05027961730957
Argentina,ARG,1970,1.4794944524765015
Argentina,ARG,1971,4.007465362548828
Argentina,ARG,1972,0.005835950840264559
Argentina,ARG,1973,1.1569207906723022
Argentina,ARG,1974,3.851757764816284
Argentina,ARG,1975,-1.587829351425171
Argentina,ARG,1976,-3.5063910484313965
Argentina,ARG,1977,5.342989921569824
Argentina,ARG,1978,-5.916401386260986
Argentina,ARG,1979,8.577690124511719
Argentina,ARG,1980,-0.02960999868810177
Argentina,ARG,1981,-6.6684980392456055
Argentina,ARG,1982,-2.3077661991119385
Argentina,ARG,1983,2.6819818019866943
Argentina,ARG,1984,-0.051846593618392944
Argentina,ARG,1985,-6.692590713500977
Argentina,ARG,1986,4.4843268394470215
Argentina,ARG,1987,1.1060645580291748
Argentina,ARG,1988,-2.603236198425293
Argentina,ARG,1989,-8.540862083435059
Argentina,ARG,1990,-3.8740854263305664
Argentina,ARG,1991,7.614326477050781
Argentina,ARG,1992,6.487631797790527
Argentina,ARG,1993,6.802927017211914
Argentina,ARG,1994,4.505456924438477
Argentina,ARG,1995,-4.032158851623535
Argentina,ARG,1996,4.2745866775512695
Argentina,ARG,1997,6.8647332191467285
Argentina,ARG,1998,2.6810028553009033
Argentina,ARG,1999,-4.455178260803223
Argentina,ARG,2000,-1.8749363422393799
Argentina,ARG,2001,-5.447048187255859
Argentina,ARG,2002,-11.854782104492188
Argentina,ARG,2003,7.676534175872803
Argentina,ARG,2004,7.884937286376953
Argentina,ARG,2005,7.729488849639893
Argentina,ARG,2006,6.955533504486084
Argentina,ARG,2007,7.924211025238037
Argentina,ARG,2008,3.029500722885132
Argentina,ARG,2009,-6.854225158691406
Argentina,ARG,2010,9.30012321472168
Argentina,ARG,2011,4.78868293762207
Argentina,ARG,2012,-2.145284414291382
Argentina,ARG,2013,1.2656852006912231
Argentina,ARG,2014,-3.578580617904663
Argentina,ARG,2015,1.6296643018722534
Argentina,ARG,2016,-3.1100637912750244
Argentina,ARG,2017,1.757648229598999
Argentina,ARG,2018,-3.601609706878662
Argentina,ARG,2019,-2.9943878650665283
Argentina,ARG,2020,-10.765108108520508
Armenia,ARM,1991,-10.870843887329102
Armenia,ARM,1992,-40.74465560913086
Armenia,ARM,1993,-6.63847017288208
Armenia,ARM,1994,7.95011568069458
Armenia,ARM,1995,9.103387832641602
Armenia,ARM,1996,7.507273197174072
Armenia,ARM,1997,4.479644298553467
Armenia,ARM,1998,8.14184856414795
Armenia,ARM,1999,3.9578185081481934
Armenia,ARM,2000,6.570086479187012
Armenia,ARM,2001,10.279402732849121
Armenia,ARM,2002,13.823463439941406
Armenia,ARM,2003,14.60582160949707
Armenia,ARM,2004,11.13422966003418
Armenia,ARM,2005,14.643207550048828
Armenia,ARM,2006,14.078607559204102
Armenia,ARM,2007,14.695868492126465
Armenia,ARM,2008,7.819138050079346
Armenia,ARM,2009,-13.519391059875488
Armenia,ARM,2010,2.582897424697876
Armenia,ARM,2011,4.728317737579346
Armenia,ARM,2012,6.913698673248291
Armenia,ARM,2013,2.8239262104034424
Armenia,ARM,2014,3.073178768157959
Armenia,ARM,2015,2.7359180450439453
Armenia,ARM,2016,-0.16132986545562744
Armenia,ARM,2017,7.1845221519470215
Armenia,ARM,2018,4.952230930328369
Armenia,ARM,2019,7.382197380065918
Armenia,ARM,2020,-7.572060585021973
Aruba,ABW,1987,17.593280792236328
Aruba,ABW,1988,20.136808395385742
Aruba,ABW,1989,12.201491355895996
Aruba,ABW,1990,2.0896549224853516
Aruba,ABW,1991,3.834678888320923
Aruba,ABW,1992,0.27015379071235657
Aruba,ABW,1993,1.0094064474105835
Aruba,ABW,1994,2.265066623687744
Aruba,ABW,1995,-2.073120355606079
Aruba,ABW,1996,-2.324845790863037
Aruba,ABW,1997,4.241982936859131
Aruba,ABW,1998,-0.14648039638996124
Aruba,ABW,1999,-0.7285070419311523
Aruba,ABW,2000,5.417261600494385
Aruba,ABW,2001,-5.087480068206787
Aruba,ABW,2002,-5.411987781524658
Aruba,ABW,2003,-0.15192148089408875
Aruba,ABW,2004,6.023132801055908
Aruba,ABW,2005,-0.08487911522388458
Aruba,ABW,2006,0.2468528151512146
Aruba,ABW,2007,1.4019795656204224
Aruba,ABW,2008,-0.22475890815258026
Aruba,ABW,2009,-10.599127769470215
Aruba,ABW,2010,-3.8868205547332764
Aruba,ABW,2011,3.0557878017425537
Aruba,ABW,2012,-1.8651052713394165
Aruba,ABW,2013,3.5922231674194336
Aruba,ABW,2014,-0.2905344069004059
Aruba,ABW,2015,5.12965726852417
Aruba,ABW,2016,1.5878688097000122
Aruba,ABW,2017,1.5198214054107666
Australia,AUS,1961,0.4642728269100189
Australia,AUS,1962,-1.1478393077850342
Australia,AUS,1963,4.197350025177002
Australia,AUS,1964,4.89970588684082
Australia,AUS,1965,3.9241857528686523
Australia,AUS,1966,0.07088062912225723
Australia,AUS,1967,4.9702372550964355
Australia,AUS,1968,3.257317304611206
Australia,AUS,1969,4.826364517211914
Australia,AUS,1970,5.08488130569458
Australia,AUS,1971,0.5428759455680847
Australia,AUS,1972,2.0165023803710938
Australia,AUS,1973,1.0622650384902954
Australia,AUS,1974,1.5033918619155884
Australia,AUS,1975,0.09566503018140793
Australia,AUS,1976,1.5678259134292603
Australia,AUS,1977,2.432260274887085
Australia,AUS,1978,-0.2723829746246338
Australia,AUS,1979,2.932417392730713
Australia,AUS,1980,1.7870804071426392
Australia,AUS,1981,1.711915135383606
Australia,AUS,1982,1.6142079830169678
Australia,AUS,1983,-3.437117099761963
Australia,AUS,1984,3.4183454513549805
Australia,AUS,1985,3.822749137878418
Australia,AUS,1986,2.339808940887451
Australia,AUS,1987,0.9999935030937195
Australia,AUS,1988,4.027570724487305
Australia,AUS,1989,2.1212592124938965
Australia,AUS,1990,2.051928997039795
Australia,AUS,1991,-1.656572699546814
Australia,AUS,1992,-0.7972689270973206
Australia,AUS,1993,3.020731210708618
Australia,AUS,1994,2.8856358528137207
Australia,AUS,1995,2.587043285369873
Australia,AUS,1996,2.498884677886963
Australia,AUS,1997,2.7523202896118164
Australia,AUS,1998,3.5293490886688232
Australia,AUS,1999,3.7445907592773438
Australia,AUS,2000,2.6808650493621826
Australia,AUS,2001,0.6716929078102112
Australia,AUS,2002,2.7526795864105225
Australia,AUS,2003,1.845765471458435
Australia,AUS,2004,3.00431489944458
Australia,AUS,2005,1.807784080505371
Australia,AUS,2006,1.222561001777649
Australia,AUS,2007,3.122288703918457
Australia,AUS,2008,1.5219695568084717
Australia,AUS,2009,-0.21120114624500275
Australia,AUS,2010,0.5953537225723267
Australia,AUS,2011,1.0557478666305542
Australia,AUS,2012,2.118896961212158
Australia,AUS,2013,0.849416971206665
Australia,AUS,2014,1.0444896221160889
Australia,AUS,2015,0.7122564911842346
Australia,AUS,2016,1.1493474245071411
Australia,AUS,2017,0.587161123752594
Australia,AUS,2018,1.3028407096862793
Australia,AUS,2019,0.5711029767990112
Australia,AUS,2020,-1.2785263061523438
Austria,AUT,1961,4.96071720123291
Austria,AUT,1962,2.0214695930480957
Austria,AUT,1963,3.471466064453125
Austria,AUT,1964,5.419335842132568
Austria,AUT,1965,2.8100128173828125
Austria,AUT,1966,4.904479026794434
Austria,AUT,1967,2.2410097122192383
Austria,AUT,1968,3.931241750717163
Austria,AUT,1969,5.909495830535889
Austria,AUT,1970,5.950496673583984
Austria,AUT,1971,4.646942615509033
Austria,AUT,1972,5.592381477355957
Austria,AUT,1973,4.310905933380127
Austria,AUT,1974,3.7653729915618896
Austria,AUT,1975,-0.09903008490800858
Austria,AUT,1976,4.763370037078857
Austria,AUT,1977,5.039647579193115
Austria,AUT,1978,-0.1298304945230484
Austria,AUT,1979,5.536448001861572
Austria,AUT,1980,1.7313778400421143
Austria,AUT,1981,-0.39862051606178284
Austria,AUT,1982,1.9381215572357178
Austria,AUT,1983,3.1396281719207764
Austria,AUT,1984,0.057573091238737106
Austria,AUT,1985,2.4505655765533447
Austria,AUT,1986,2.2364022731781006
Austria,AUT,1987,1.2930452823638916
Austria,AUT,1988,3.1497464179992676
Austria,AUT,1989,3.4201018810272217
Austria,AUT,1990,3.5535476207733154
Austria,AUT,1991,2.4139864444732666
Austria,AUT,1992,0.9760922193527222
Austria,AUT,1993,-0.29875436425209045
Austria,AUT,1994,2.0087618827819824
Austria,AUT,1995,2.5109126567840576
Austria,AUT,1996,2.211434841156006
Austria,AUT,1997,1.9779759645462036
Austria,AUT,1998,3.467829942703247
Austria,AUT,1999,3.3550446033477783
Austria,AUT,2000,3.127436637878418
Austria,AUT,2001,0.880259096622467
Austria,AUT,2002,1.1526763439178467
Austria,AUT,2003,0.45094653964042664
Austria,AUT,2004,2.0997111797332764
Austria,AUT,2005,1.5498772859573364
Austria,AUT,2006,2.94341778755188
Austria,AUT,2007,3.391730785369873
Austria,AUT,2008,1.143307089805603
Austria,AUT,2009,-4.016340255737305
Austria,AUT,2010,1.5925770998001099
Austria,AUT,2011,2.5764482021331787
Austria,AUT,2012,0.22245058417320251
Austria,AUT,2013,-0.5622989535331726
Austria,AUT,2014,-0.12237066775560379
Austria,AUT,2015,-0.11154019087553024
Austria,AUT,2016,0.8924691677093506
Austria,AUT,2017,1.5507240295410156
Austria,AUT,2018,2.0035524368286133
Austria,AUT,2019,1.0409080982208252
Austria,AUT,2020,-7.120927810668945
Azerbaijan,AZE,1991,-2.012383222579956
Azerbaijan,AZE,1992,-23.761201858520508
Azerbaijan,AZE,1993,-24.256864547729492
Azerbaijan,AZE,1994,-20.775558471679688
Azerbaijan,AZE,1995,-12.813429832458496
Azerbaijan,AZE,1996,0.28021395206451416
Azerbaijan,AZE,1997,4.784282207489014
Azerbaijan,AZE,1998,8.960887908935547
Azerbaijan,AZE,1999,6.461582183837891
Azerbaijan,AZE,2000,10.19102954864502
Azerbaijan,AZE,2001,9.051822662353516
Azerbaijan,AZE,2002,8.625350952148438
Azerbaijan,AZE,2003,9.376461029052734
Azerbaijan,AZE,2004,8.301538467407227
Azerbaijan,AZE,2005,26.66009521484375
Azerbaijan,AZE,2006,33.030487060546875
Azerbaijan,AZE,2007,23.59068489074707
Azerbaijan,AZE,2008,8.457449913024902
Azerbaijan,AZE,2009,7.050602436065674
Azerbaijan,AZE,2010,3.8064911365509033
Azerbaijan,AZE,2011,-1.1958431005477905
Azerbaijan,AZE,2012,0.8166840672492981
Azerbaijan,AZE,2013,4.4500203132629395
Azerbaijan,AZE,2014,1.4759371280670166
Azerbaijan,AZE,2015,-0.10312143713235855
Azerbaijan,AZE,2016,-4.17717170715332
Azerbaijan,AZE,2017,-0.7784160375595093
Azerbaijan,AZE,2018,0.6244861483573914
Azerbaijan,AZE,2019,1.635850429534912
Azerbaijan,AZE,2020,-4.952701568603516
Bahamas,BHS,1961,5.296158790588379
Bahamas,BHS,1962,5.003803253173828
Bahamas,BHS,1963,5.101137638092041
Bahamas,BHS,1964,5.241161823272705
Bahamas,BHS,1965,5.415210247039795
Bahamas,BHS,1966,4.362002849578857
Bahamas,BHS,1967,5.117130279541016
Bahamas,BHS,1968,4.302846431732178
Bahamas,BHS,1969,5.255062103271484
Bahamas,BHS,1970,-8.496715545654297
Bahamas,BHS,1971,-1.0138846635818481
Bahamas,BHS,1972,-5.65078592300415
Bahamas,BHS,1973,5.401035308837891
Bahamas,BHS,1974,-18.366931915283203
Bahamas,BHS,1975,-16.512521743774414
Bahamas,BHS,1976,2.999722719192505
Bahamas,BHS,1977,6.830610275268555
Bahamas,BHS,1978,11.696248054504395
Bahamas,BHS,1979,23.37819480895996
Bahamas,BHS,1980,4.1700639724731445
Bahamas,BHS,1981,-11.221290588378906
Bahamas,BHS,1982,4.343286037445068
Bahamas,BHS,1983,1.3359073400497437
Bahamas,BHS,1984,11.778606414794922
Bahamas,BHS,1985,2.744027853012085
Bahamas,BHS,1986,-0.09439161419868469
Bahamas,BHS,1987,1.187428593635559
Bahamas,BHS,1988,0.5789874792098999
Bahamas,BHS,1989,4.909804821014404
Bahamas,BHS,1990,-3.3202455043792725
Bahamas,BHS,1991,-5.9365692138671875
Bahamas,BHS,1992,-5.640773296356201
Bahamas,BHS,1993,-1.556139349937439
Bahamas,BHS,1994,1.3600224256515503
Bahamas,BHS,1995,2.7656404972076416
Bahamas,BHS,1996,2.8285250663757324
Bahamas,BHS,1997,5.617537498474121
Bahamas,BHS,1998,-5.567333221435547
Bahamas,BHS,1999,10.876236915588379
Bahamas,BHS,2000,2.757758855819702
Bahamas,BHS,2001,1.0743435621261597
Bahamas,BHS,2002,1.022509217262268
Bahamas,BHS,2003,-2.9880921840667725
Bahamas,BHS,2004,-0.94261634349823
Bahamas,BHS,2005,1.499854326248169
Bahamas,BHS,2006,0.6017392873764038
Bahamas,BHS,2007,-0.4641103148460388
Bahamas,BHS,2008,-4.112026214599609
Bahamas,BHS,2009,-5.798457622528076
Bahamas,BHS,2010,0.011888722889125347
Bahamas,BHS,2011,-0.6868730783462524
Bahamas,BHS,2012,1.9533178806304932
Bahamas,BHS,2013,-4.5242390632629395
Bahamas,BHS,2014,1.3323999643325806
Bahamas,BHS,2015,0.6191773414611816
Bahamas,BHS,2016,-0.8948723077774048
Bahamas,BHS,2017,0.6064963936805725
Bahamas,BHS,2018,1.7314690351486206
Bahamas,BHS,2019,-0.29322540760040283
Bahamas,BHS,2020,-15.332277297973633
Bahrain,BHR,1981,-8.916293144226074
Bahrain,BHR,1982,-10.390467643737793
Bahrain,BHR,1983,3.5595364570617676
Bahrain,BHR,1984,2.223543882369995
Bahrain,BHR,1985,-7.527451515197754
Bahrain,BHR,1986,-2.0965752601623535
Bahrain,BHR,1987,6.587008953094482
Bahrain,BHR,1988,3.2699265480041504
Bahrain,BHR,1989,-2.949533700942993
Bahrain,BHR,1990,1.3115562200546265
Bahrain,BHR,1991,8.211203575134277
Bahrain,BHR,1992,3.9731953144073486
Bahrain,BHR,1993,10.106205940246582
Bahrain,BHR,1994,-2.6780941486358643
Bahrain,BHR,1995,1.3288748264312744
Bahrain,BHR,1996,1.4179325103759766
Bahrain,BHR,1997,0.27431660890579224
Bahrain,BHR,1998,1.5849874019622803
Bahrain,BHR,1999,0.5570686459541321
Bahrain,BHR,2000,0.8526904582977295
Bahrain,BHR,2001,-2.3489227294921875
Bahrain,BHR,2002,-1.9359829425811768
Bahrain,BHR,2003,0.3492533266544342
Bahrain,BHR,2004,0.38842129707336426
Bahrain,BHR,2005,-0.35300198197364807
Bahrain,BHR,2006,-1.227455496788025
Bahrain,BHR,2007,0.1921207159757614
Bahrain,BHR,2008,-1.2584666013717651
Bahrain,BHR,2009,-3.554145336151123
Bahrain,BHR,2010,-0.35655027627944946
Bahrain,BHR,2011,-0.9917651414871216
Bahrain,BHR,2012,1.989467978477478
Bahrain,BHR,2013,4.207418441772461
Bahrain,BHR,2014,2.70680570602417
Bahrain,BHR,2015,-0.18759503960609436
Bahrain,BHR,2016,-0.35963934659957886
Bahrain,BHR,2017,-0.4754733741283417
Bahrain,BHR,2018,-2.7678048610687256
Bahrain,BHR,2019,-2.3225209712982178
Bahrain,BHR,2020,-8.455370903015137
Bangladesh,BGD,1961,3.159069776535034
Bangladesh,BGD,1962,2.5663044452667236
Bangladesh,BGD,1963,-3.2206311225891113
Bangladesh,BGD,1964,7.773964881896973
Bangladesh,BGD,1965,-1.4086134433746338
Bangladesh,BGD,1966,-0.6139252185821533
Bangladesh,BGD,1967,-4.9950642585754395
Bangladesh,BGD,1968,6.102955341339111
Bangladesh,BGD,1969,-1.623466968536377
Bangladesh,BGD,1970,3.0666556358337402
Bangladesh,BGD,1971,-7.353329658508301
Bangladesh,BGD,1972,-15.38637924194336
Bangladesh,BGD,1973,1.7799625396728516
Bangladesh,BGD,1974,7.83082389831543
Bangladesh,BGD,1975,-5.900720596313477
Bangladesh,BGD,1976,3.32247257232666
